observationcode,obs_value,observationstatus,data_source
1242,92.9,NA,"National Population Sample Survey 2015"
1243,93.2,NA,"National Population Sample Survey 2015"
1244,93.4,NA,"National Population Sample Survey 2015"
1245,77.6,NA,"DHS 2015"
1246,73.9,NA,"DHS 2015"
1247,81.2,NA,"DHS 2015"
1248,45,NA,"DHS 2012"
1249,47.4,NA,"DHS 2012"
1250,46,NA,"DHS 2012"
1251,44.9,NA,"MICS 2014-15"
1252,50.3,NA,"MICS 2014-15"
1253,56.4,NA,"MICS 2014-15"
1254,71.1,NA,"MICS 2011"
1255,54.5,NA,"MICS 2011"
1256,62.9,NA,"MICS 2011"
1257,96.4,NA,"MICS 2014"
1258,95.1,NA,"MICS 2014"
1259,97.8,NA,"MICS 2014"
1260,28.3,NA,"MICS 2016"
1261,22,NA,"MICS 2016"
1262,36,NA,"MICS 2016"
1263,99.9,NA,"MICS 2017"
1264,99.8,NA,"MICS 2017"
1265,49.3,NA,"DHS 2013-14"
1266,53.8,NA,"DHS 2013-14"
1267,58.6,NA,"DHS 2013-14"
1268,82.5,NA,"MICS 2014"
1269,75.9,NA,"MICS 2014"
1270,89.2,NA,"MICS 2014"
1271,91.6,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
1272,88.9,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
1273,90.2,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
1274,79.4,NA,"DHS 2014"
1275,80.4,NA,"DHS 2014"
1276,81.3,NA,"DHS 2014"
1277,73.3,NA,"MICS 2014"
1278,73.9,NA,"MICS 2014"
1279,72.7,NA,"MICS 2014"
1280,50.5,NA,"MICS 2014"
1281,47.1,NA,"MICS 2014"
1282,54.1,NA,"MICS 2014"
1283,22.3,NA,"DHS 2016"
1284,21.1,NA,"DHS 2016"
1285,19.4,NA,"DHS 2016"
1286,32,NA,"DHS 2012"
1287,32.5,NA,"DHS 2012"
1288,32.9,NA,"DHS 2012"
1289,49.9,NA,"DHS 2013"
1290,48.7,NA,"DHS 2013"
1291,47.6,NA,"DHS 2013"
1292,97.8,NA,"MICS 2018"
1293,97.7,NA,"MICS 2018"
1294,97.6,NA,"MICS 2018"
1295,49.8,NA,"DHS 2014"
1296,50.1,NA,"DHS 2014"
1297,50.3,NA,"DHS 2014"
1298,48.2,NA,"DHS 2014-15"
1299,45.1,NA,"DHS 2014-15"
1300,51.7,NA,"DHS 2014-15"
1301,42.8,NA,"MICS 2016"
1302,32.9,NA,"MICS 2016"
1303,24.5,NA,"MICS 2016"
1304,14.1,NA,"MICS 2014"
1305,17.3,NA,"MICS 2014"
1306,20.4,NA,"MICS 2014"
1307,79.8,NA,MICS2014
1308,83.6,NA,MICS2014
1309,87.8,NA,MICS2014
1310,38.2,NA,"DHS 2016-17"
1311,31.9,NA,"DHS 2016-17"
1312,35.1,NA,"DHS 2016-17"
1313,56.1,NA,"Encuesta Permanente de Hogares 2014"
1314,41.2,NA,"Encuesta Permanente de Hogares 2014"
1315,48.6,NA,"Encuesta Permanente de Hogares 2014"
1316,80.9,NA,"DHS 2015-16"
1317,79.3,NA,"DHS 2015-16"
1318,82.4,NA,"DHS 2015-16"
1319,64.4,NA,"National Socio-Economic Survey 2018"
1320,59.1,NA,"National Socio-Economic Survey 2018"
1321,61.7,NA,"National Socio-Economic Survey 2018"
1322,46.4,NA,"MICS 2018"
1323,46.6,NA,"MICS 2018"
1324,46.2,NA,"MICS 2018"
1325,96.6,NA,"MICS 2011"
1326,96.5,NA,"MICS 2011"
1327,87.8,NA,"DHS 2017-18"
1328,87,NA,"DHS 2017-18"
1329,86.2,NA,"DHS 2017-18"
1330,99.7,NA,"MICS 2015"
1331,99.8,NA,"MICS 2015"
1332,64.8,NA,"DHS 2014"
1333,68.6,NA,"DHS 2014"
1334,61.2,NA,"DHS 2014"
1335,98.9,NA,"MICS 2018"
1336,99,NA,"MICS 2018"
1337,52.9,NA,"MIC 2017"
1338,54.2,NA,"MIC 2017"
1339,53.5,NA,"MIC 2017"
1340,54.9,NA,"MICS 2018"
1341,44.3,NA,"MICS 2018"
1342,33.4,NA,"MICS 2018"
1343,26.1,NA,"DHS 2013"
1344,23.4,NA,"DHS 2013"
1345,29,NA,"DHS 2013"
1346,26.1,NA,"MICS 2018"
1347,26.4,NA,"MICS 2018"
1348,26.5,NA,"MICS 2018"
1349,21.3,NA,"DHS 2015-16"
1350,23.1,NA,"DHS 2015-16"
1351,22.2,NA,"DHS 2015-16"
1352,81,NA,"DHS 2016-17"
1353,82.6,NA,"DHS 2016-17"
1354,79.2,NA,"DHS 2016-17"
1355,25.1,NA,"MICS 2015"
1356,35.8,NA,"MICS 2015"
1357,30.3,NA,"MICS 2015"
1358,53.5,NA,"MICS 2015"
1359,40.2,NA,"MICS 2015"
1360,45.9,NA,"MICS 2015"
1361,88.6,NA,"ENIGH 2018"
1362,89.7,NA,"ENIGH 2018"
1363,87.4,NA,"ENIGH 2018"
1364,89.7,NA,"MICS 2013-14"
1365,93,NA,"MICS 2013-14"
1366,87.1,NA,"MICS 2013-14"
1367,99.3,NA,"MICS 2013"
1368,98.7,NA,"MICS 2013"
1369,99,NA,"MICS 2013"
1370,10.7,NA,"DHS 2011"
1371,12.6,NA,"DHS 2011"
1372,15,NA,"DHS 2011"
1373,44.8,NA,"DHS 2015"
1374,44.6,NA,"DHS 2015"
1375,45,NA,"DHS 2015"
1376,48.1,NA,"DHS 2013"
1377,55.7,NA,"DHS 2013"
1378,62.3,NA,"DHS 2013"
1379,67.9,NA,"DHS 2016"
1380,69.5,NA,"DHS 2016"
1381,71.4,NA,"DHS 2016"
1382,5.8,NA,"DHS 2012"
1383,3.6,NA,"DHS 2012"
1384,10.3,NA,"DHS 2012"
1385,59.3,NA,"DHS 2018"
1386,66.2,NA,"DHS 2018"
1387,62.6,NA,"DHS 2018"
1388,97.6,NA,"MICS 2011"
1389,97.4,NA,"MICS 2011"
1390,97.7,NA,"MICS 2011"
1391,54.7,NA,"DHS 2017-18"
1392,49.6,NA,"DHS 2017-18"
1393,44.6,NA,"DHS 2017-18"
1394,75,NA,"MICS 2013"
1395,77.5,NA,"MICS 2013"
1396,80.6,NA,"MICS 2013"
1397,80,NA,"Encuesta Permanente de Hogares 2017"
1398,79.2,NA,"Encuesta Permanente de Hogares 2017"
1399,80.6,NA,"Encuesta Permanente de Hogares 2017"
1400,82.6,NA,"DHS 2012"
1401,87.7,NA,"DHS 2017"
1402,81.1,NA,"DHS 2017"
1403,75.2,NA,"DHS 2017"
1404,96.5,NA,"MICS 2012"
1405,95.1,NA,"MICS 2012"
1406,27.9,NA,"DHS 2014-15"
1407,25.3,NA,"DHS 2014-15"
1408,30.1,NA,"DHS 2014-15"
1409,91.8,NA,"MICS 2012"
1410,85.5,NA,"MICS 2012"
1411,98.1,NA,"MICS 2012"
1412,32.1,NA,"MICS 2014"
1413,33.8,NA,"MICS 2014"
1414,35.5,NA,"MICS 2014"
1415,28.2,NA,"DHS 2017"
1416,26.2,NA,"DHS 2017"
1417,24.3,NA,"DHS 2017"
1418,98.6,NA,"MICS 2014"
1419,47.3,NA,"MICS 2017"
1420,41.9,NA,"MICS 2017"
1421,44.2,NA,"MICS 2017"
1422,91.4,NA,"DHS 2016"
1423,88.5,NA,"DHS 2016"
1424,85.4,NA,"DHS 2016"
1425,9.8,NA,"MICS 2010"
1426,15.1,NA,"MICS 2010"
1427,22.3,NA,"MICS 2010"
1428,79.9,NA,"MICS 2014"
1429,85.9,NA,"MICS 2014"
1430,92.6,NA,"MICS 2014"
1431,48.8,NA,"MICS 2014"
1432,52,NA,"MICS 2014"
1433,50.3,NA,"MICS 2014"
1434,49.4,NA,"MICS 2018"
1435,57.9,NA,"MICS 2018"
1436,41.1,NA,"MICS 2018"
1437,93.5,NA,"DHS 2017"
1438,95.4,NA,"DHS 2017"
1439,94.2,NA,"DHS 2017"
1440,76.2,NA,"MICS 2015-16"
1441,87.6,NA,"MICS 2015-16"
1442,81.7,NA,"MICS 2015-16"
1443,66,NA,"DHS 2016"
1444,69.7,NA,"DHS 2016"
1445,62.6,NA,"DHS 2016"
1446,19.5,NA,"DHS 2013-14"
1447,30.8,NA,"DHS 2013-14"
1448,25.3,NA,"DHS 2013-14"
1449,74.2,NA,"MICS 2018"
1450,68.4,NA,"MICS 2018"
1451,80.2,NA,"MICS 2018"
1452,91.7,NA,"DHS style 2013"
1453,96.1,NA,"DHS style 2013"
1454,93.9,NA,"DHS style 2013"
1455,99.5,NA,"MICS 2015-16"
1456,24.9,NA,"DHS 2016"
1457,26.9,NA,"DHS 2016"
1458,23.3,NA,"DHS 2016"
1459,99.6,NA,"MICS 2012"
1460,30.9,NA,"DHS 2015"
1461,28.6,NA,"DHS 2015"
1462,26.7,NA,"DHS 2015"
1463,65.6,NA,"MICS 2012-13"
1464,72.6,NA,"MICS 2012-13"
1465,68.5,NA,"MICS 2012-13"
1466,80.9,NA,"MICS 2014"
1467,83.7,NA,"MICS 2014"
1468,86.6,NA,"MICS 2014"
1469,54.5,NA,"DHS 2013"
1470,46.3,NA,"DHS 2013"
1471,39.3,NA,"DHS 2013"
1472,50.5,NA,"DHS 2013-14"
1473,47.6,NA,"DHS 2013-14"
1474,52.9,NA,"MICS 2019"
1475,44.5,NA,"MICS 2019"
1476,48.6,NA,"MICS 2019"
1477,22.9,NA,"DHS 2015"
1478,32.3,NA,"DHS 2015"
1479,14.4,NA,"DHS 2015"
1480,79.9,NA,"DHS 2017-18"
1481,77.9,NA,"DHS 2017-18"
1482,76.2,NA,"DHS 2017-18"
1483,37.2,NA,"MICS 2012-13"
1484,29.4,NA,"MICS 2012-13"
1485,22,NA,"MICS 2012-13"
1486,23.7,NA,"DHS 2015-16"
1487,18.7,NA,"DHS 2015-16"
1488,15.2,NA,"DHS 2015-16"
1489,53.2,NA,"MICS 2011-12"
1490,49.5,NA,"MICS 2011-12"
1491,45.6,NA,"MICS 2011-12"
1492,74.6,NA,"DHS 2015-16"
1493,68.8,NA,"DHS 2015-16"
1494,79.4,NA,"DHS 2015-16"
1495,31.5,NA,"MICS 2019"
1496,29.4,NA,"MICS 2019"
1497,27.3,NA,"MICS 2019"
1498,91.2,NA,"MICS 2012"
1499,96.9,NA,"MICS 2012"
1500,93.9,NA,"MICS 2012"
1501,92.4,NA,"MICS 2012"
1502,94.5,NA,"MICS 2012"
1503,90.5,NA,"MICS 2012"
1504,47.5,NA,"MICS 2015-16"
1505,50.7,NA,"MICS 2015-16"
1506,49.2,NA,"MICS 2015-16"
1507,12.1,NA,"DHS 2017-18"
1508,8.4,NA,"DHS 2017-18"
1509,5.4,NA,"DHS 2017-18"
1510,17.7,NA,"MICS 2010"
1511,25.1,NA,"MICS 2010"
1512,21.1,NA,"MICS 2010"
1513,92.3,NA,"MICS 2011-12"
1514,92,NA,"MICS 2011-12"
1515,92.2,NA,"MICS 2011-12"
1516,60.9,NA,"Botswana Demographic Survey 2017"
1517,66.4,NA,"Botswana Demographic Survey 2017"
1518,55.4,NA,"Botswana Demographic Survey 2017"
1519,64.7,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
1520,69.7,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
1521,74.7,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
1522,3.9,NA,"DHS 2010"
1523,2.3,NA,"DHS 2010"
1524,6.3,NA,"DHS 2010"
1525,3.4,NA,"DHS 2016-17"
1526,3.6,NA,"DHS 2016-17"
1527,3.5,NA,"DHS 2016-17"
1528,19.8,NA,"DHS 2014"
1529,19.9,NA,"DHS 2014"
1530,20.1,NA,"DHS 2014"
1531,15.8,NA,"MICS 2014"
1532,14,NA,"MICS 2014"
1533,17.9,NA,"MICS 2014"
1534,6.7,NA,"MICS 2010"
1535,8.1,NA,"MICS 2010"
1536,5.7,NA,"MICS 2010"
1537,14.5,NA,"DHS 2014-15"
1538,5.7,NA,"DHS 2014-15"
1539,9.9,NA,"DHS 2014-15"
1540,83.1,NA,"CASEN 2017"
1541,88.1,NA,"CASEN 2017"
1542,85.6,NA,"CASEN 2017"
1543,63,NA,"National Population Sample Survey 2015"
1544,65,NA,"National Population Sample Survey 2015"
1545,67.3,NA,"National Population Sample Survey 2015"
1546,69.2,NA,"DHS 2015"
1547,78.2,NA,"DHS 2015"
1548,31.7,NA,"DHS 2012"
1549,23.6,NA,"DHS 2012"
1550,28.3,NA,"DHS 2012"
1551,19.3,NA,"MICS 2014-15"
1552,23.3,NA,"MICS 2014-15"
1553,27.8,NA,"MICS 2014-15"
1554,56.1,NA,"MICS 2011"
1555,38,NA,"MICS 2011"
1556,46.8,NA,"MICS 2011"
1557,85.7,NA,"MICS 2014"
1558,85.2,NA,"MICS 2014"
1559,86.1,NA,"MICS 2014"
1560,15.8,NA,"MICS 2016"
1561,14.6,NA,"MICS 2016"
1562,17.2,NA,"MICS 2016"
1563,100,NA,"MICS 2017"
1564,99.7,NA,"MICS 2017"
1565,21.2,NA,"DHS 2013-14"
1566,25,NA,"DHS 2013-14"
1567,29.6,NA,"DHS 2013-14"
1568,57.1,NA,"MICS 2014"
1569,48.3,NA,"MICS 2014"
1570,65.7,NA,"MICS 2014"
1571,79.4,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
1572,77.7,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
1573,78.5,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
1574,43,NA,"DHS 2014"
1575,41.9,NA,"DHS 2014"
1576,40.9,NA,"DHS 2014"
1577,35,NA,"MICS 2014"
1578,36.3,NA,"MICS 2014"
1579,33.5,NA,"MICS 2014"
1580,32.3,NA,"MICS 2014"
1581,31.2,NA,"MICS 2014"
1582,33.3,NA,"MICS 2014"
1583,13.6,NA,"DHS 2016"
1584,10.6,NA,"DHS 2016"
1585,12.3,NA,"DHS 2016"
1586,13.7,NA,"DHS 2012"
1587,13.8,NA,"DHS 2012"
1588,32.8,NA,"DHS 2013"
1589,30.4,NA,"DHS 2013"
1590,28.2,NA,"DHS 2013"
1591,82.9,NA,"MICS 2018"
1592,79.1,NA,"MICS 2018"
1593,80.9,NA,"MICS 2018"
1594,34.4,NA,"DHS 2014"
1595,35.8,NA,"DHS 2014"
1596,37.5,NA,"DHS 2014"
1597,26.2,NA,"DHS 2014-15"
1598,25.4,NA,"DHS 2014-15"
1599,27.2,NA,"DHS 2014-15"
1600,28.8,NA,"MICS 2016"
1601,20.7,NA,"MICS 2016"
1602,14.7,NA,"MICS 2016"
1603,7.5,NA,"MICS 2014"
1604,9,NA,"MICS 2014"
1605,10.6,NA,"MICS 2014"
1606,48.7,NA,"MICS 2014"
1607,56.2,NA,"MICS 2014"
1608,63.9,NA,"MICS 2014"
1609,16.5,NA,"DHS 2016-17"
1610,17.1,NA,"DHS 2016-17"
1611,16.8,NA,"DHS 2016-17"
1612,38.5,NA,"Encuesta Permanente de Hogares 2014"
1613,32.1,NA,"Encuesta Permanente de Hogares 2014"
1614,35.3,NA,"Encuesta Permanente de Hogares 2014"
1615,43,NA,"DHS 2015-16"
1616,39.7,NA,"DHS 2015-16"
1617,46.5,NA,"DHS 2015-16"
1618,40,NA,"National Socio-Economic Survey 2018"
1619,36.6,NA,"National Socio-Economic Survey 2018"
1620,38.3,NA,"National Socio-Economic Survey 2018"
1621,43.3,NA,"MICS 2018"
1622,45.2,NA,"MICS 2018"
1623,81.8,NA,"MICS 2011"
1624,80.4,NA,"MICS 2011"
1625,83.1,NA,"MICS 2011"
1626,63.4,NA,"DHS 2017-18"
1627,48.8,NA,"DHS 2017-18"
1628,55.7,NA,"DHS 2017-18"
1629,95.2,NA,"MICS 2015"
1630,94.7,NA,"MICS 2015"
1631,95.7,NA,"MICS 2015"
1632,40.8,NA,"DHS 2014"
1633,38.2,NA,"DHS 2014"
1634,43.9,NA,"DHS 2014"
1635,84.9,NA,"MICS 2018"
1636,89.1,NA,"MICS 2018"
1637,86.8,NA,"MICS 2018"
1638,30.6,NA,"MICS 2017"
1639,31.1,NA,"MICS 2017"
1640,31.6,NA,"MICS 2017"
1641,36.9,NA,"MICS 2018"
1642,31.8,NA,"MICS 2018"
1643,26.7,NA,"MICS 2018"
1644,13.4,NA,"DHS 2013"
1645,9.4,NA,"DHS 2013"
1646,18,NA,"DHS 2013"
1647,15.5,NA,"MICS 2018"
1648,15.3,NA,"MICS 2018"
1649,15,NA,"MICS 2018"
1650,12.9,NA,"DHS 2015-16"
1651,15.3,NA,"DHS 2015-16"
1652,14,NA,"DHS 2015-16"
1653,37.3,NA,"DHS 2016-17"
1654,42.1,NA,"DHS 2016-17"
1655,31.3,NA,"DHS 2016-17"
1656,11.8,NA,"MICS 2015"
1657,23.1,NA,"MICS 2015"
1658,16.8,NA,"MICS 2015"
1659,31.3,NA,"MICS 2015"
1660,23.2,NA,"MICS 2015"
1661,26.6,NA,"MICS 2015"
1662,58.2,NA,"ENIGH 2018"
1663,60.4,NA,"ENIGH 2018"
1664,55.9,NA,"ENIGH 2018"
1665,73.1,NA,"MICS 2013-14"
1666,66.2,NA,"MICS 2013-14"
1667,60.1,NA,"MICS 2013-14"
1668,87.2,NA,"MICS 2013"
1669,84.2,NA,"MICS 2013"
1670,85.7,NA,"MICS 2013"
1671,5.3,NA,"DHS 2011"
1672,6.6,NA,"DHS 2011"
1673,8.4,NA,"DHS 2011"
1674,16.8,NA,"DHS 2015"
1675,19.3,NA,"DHS 2015"
1676,13.9,NA,"DHS 2015"
1677,33.2,NA,"DHS 2013"
1678,36.4,NA,"DHS 2013"
1679,39.1,NA,"DHS 2013"
1680,38.5,NA,"DHS 2016"
1681,43.7,NA,"DHS 2016"
1682,51.9,NA,"DHS 2016"
1683,2.2,NA,"DHS 2012"
1684,1.4,NA,"DHS 2012"
1685,3.9,NA,"DHS 2012"
1686,43.5,NA,"DHS 2018"
1687,57,NA,"DHS 2018"
1688,49.2,NA,"DHS 2018"
1689,74.4,NA,"MICS 2011"
1690,68.7,NA,"MICS 2011"
1691,79.8,NA,"MICS 2011"
1692,23.6,NA,"DHS 2017-18"
1693,23.4,NA,"DHS 2017-18"
1694,23.3,NA,"DHS 2017-18"
1695,56.5,NA,"MICS 2013"
1696,62.5,NA,"MICS 2013"
1697,68.3,NA,"MICS 2013"
1698,63.1,NA,"Encuesta Permanente de Hogares 2017"
1699,66.5,NA,"Encuesta Permanente de Hogares 2017"
1700,59.7,NA,"Encuesta Permanente de Hogares 2017"
1701,77.7,NA,"DHS 2012"
1702,71.7,NA,"DHS 2012"
1703,74.8,NA,"DHS 2012"
1704,83.3,NA,"DHS 2017"
1705,78.3,NA,"DHS 2017"
1706,74.1,NA,"DHS 2017"
1707,66.8,NA,"MICS 2012"
1708,71.1,NA,"MICS 2012"
1709,62.7,NA,"MICS 2012"
1710,17.3,NA,"DHS 2014-15"
1711,19.1,NA,"DHS 2014-15"
1712,15.9,NA,"DHS 2014-15"
1713,80.4,NA,"MICS 2012"
1714,69.6,NA,"MICS 2012"
1715,89.7,NA,"MICS 2012"
1716,3.8,NA,"MICS 2014"
1717,6.2,NA,"MICS 2014"
1718,8.3,NA,"MICS 2014"
1719,14.3,NA,"DHS 2017"
1720,12,NA,"DHS 2017"
1721,10.2,NA,"DHS 2017"
1722,80.6,NA,"MICS 2014"
1723,75.5,NA,"MICS 2014"
1724,70.7,NA,"MICS 2014"
1725,27.4,NA,"MICS 2017"
1726,17.5,NA,"MICS 2017"
1727,21.7,NA,"MICS 2017"
1728,48.4,NA,"DHS 2016"
1729,44.8,NA,"DHS 2016"
1730,4,NA,"MICS 2010"
1731,6.9,NA,"MICS 2010"
1732,11.5,NA,"MICS 2010"
1733,52.2,NA,"MICS 2014"
1734,62.2,NA,"MICS 2014"
1735,33.2,NA,"MICS 2014"
1736,28.1,NA,"MICS 2014"
1737,30.5,NA,"MICS 2014"
1738,22.3,NA,"MICS 2018"
1739,18.2,NA,"MICS 2018"
1740,62.7,NA,"DHS 2017"
1741,80.3,NA,"DHS 2017"
1742,69.5,NA,"DHS 2017"
1743,50.1,NA,"MICS 2015-16"
1744,61.9,NA,"MICS 2015-16"
1745,56,NA,"MICS 2015-16"
1746,52,NA,"DHS 2016"
1747,54.7,NA,"DHS 2016"
1748,49.1,NA,"DHS 2016"
1749,9.9,NA,"DHS 2013-14"
1750,14.7,NA,"DHS 2013-14"
1751,20,NA,"DHS 2013-14"
1752,48.7,NA,"MICS 2018"
1753,40.1,NA,"MICS 2018"
1754,57.4,NA,"MICS 2018"
1755,43.6,NA,"DHS style 2013"
1756,51.2,NA,"DHS style 2013"
1757,47.5,NA,"DHS style 2013"
1758,93.2,NA,"MICS 2015-16"
1759,94.3,NA,"MICS 2015-16"
1760,95.3,NA,"MICS 2015-16"
1761,16.6,NA,"DHS 2016"
1762,18.3,NA,"DHS 2016"
1763,15.3,NA,"DHS 2016"
1764,96.8,NA,"MICS 2012"
1765,32.2,NA,"DHS 2015-16"
1766,29.3,NA,"DHS 2015-16"
1767,26.9,NA,"DHS 2015-16"
1768,47.9,NA,"MICS 2012-13"
1769,29.3,NA,"MICS 2012-13"
1770,37.7,NA,"MICS 2012-13"
1771,55.5,NA,"MICS 2014"
1772,61.1,NA,"MICS 2014"
1773,36.8,NA,"DHS 2013"
1774,29.5,NA,"DHS 2013"
1775,27.6,NA,"DHS 2013-14"
1776,34,NA,"DHS 2013-14"
1777,22.6,NA,"DHS 2013-14"
1778,13.6,NA,"MICS 2019"
1779,17.2,NA,"MICS 2019"
1780,15.3,NA,"MICS 2019"
1781,40,NA,"DHS 2015"
1782,25.4,NA,"DHS 2015"
1783,56.1,NA,"DHS 2015"
1784,2.1,NA,"DHS 2017-18"
1785,2.2,NA,"DHS 2017-18"
1786,6.3,NA,"MICS 2012-13"
1787,5.5,NA,"MICS 2012-13"
1788,4.7,NA,"MICS 2012-13"
1789,13.5,NA,"DHS 2015-16"
1790,16.9,NA,"DHS 2015-16"
1791,1.6,NA,"MICS 2011-12"
1792,1.8,NA,"MICS 2011-12"
1793,2,NA,"MICS 2011-12"
1794,0.8,NA,"DHS 2015-16"
1795,0.7,NA,"DHS 2015-16"
1796,0.9,NA,"DHS 2015-16"
1797,17.9,NA,"MICS 2019"
1798,13,NA,"MICS 2019"
1799,8,NA,"MICS 2019"
1800,1.1,NA,"MICS 2012"
1801,1.2,NA,"MICS 2012"
1802,0.1,NA,"MICS 2012"
1803,0.3,NA,"MICS 2012"
1804,0,NA,"MICS 2012"
1805,9.7,NA,"MICS 2015-16"
1806,8.5,NA,"MICS 2015-16"
1807,9.2,NA,"MICS 2015-16"
1808,36.2,NA,"DHS 2017-18"
1809,41.4,NA,"DHS 2017-18"
1810,46.8,NA,"DHS 2017-18"
1811,18.4,NA,"MICS 2010"
1812,20.2,NA,"MICS 2010"
1813,19.2,NA,"MICS 2010"
1814,0.6,NA,"MICS 2011-12"
1815,1.2,NA,"MICS 2011-12"
1816,0.9,NA,"MICS 2011-12"
1817,4.3,NA,"Botswana Demographic Survey 2017"
1818,4,NA,"Botswana Demographic Survey 2017"
1819,4.5,NA,"Botswana Demographic Survey 2017"
1820,1.2,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
1821,1.1,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
1822,0.9,NA,"Continuous National Household Sample Survey (PNAD Contínua) 2018"
1823,54.3,NA,"DHS 2010"
1824,56,NA,"DHS 2010"
1825,52.7,NA,"DHS 2010"
1826,28.3,NA,"DHS 2016-17"
1827,30.5,NA,"DHS 2016-17"
1828,29.4,NA,"DHS 2016-17"
1829,24.9,NA,"DHS 2014"
1830,25.5,NA,"DHS 2014"
1831,25.2,NA,"DHS 2014"
1832,18.9,NA,"MICS 2014"
1833,23.8,NA,"MICS 2014"
1834,32.3,NA,"MICS 2010"
1835,20.3,NA,"MICS 2010"
1836,43.5,NA,"MICS 2010"
1837,49,NA,"DHS 2014-15"
1838,35.6,NA,"DHS 2014-15"
1839,42.3,NA,"DHS 2014-15"
1840,0.4,NA,"CASEN 2017"
1841,0.6,NA,"CASEN 2017"
1842,0.5,NA,"CASEN 2017"
1843,3,NA,"National Population Sample Survey 2015"
1844,3.6,NA,"DHS 2015"
1845,4.4,NA,"DHS 2015"
1846,2.8,NA,"DHS 2015"
1847,14.1,NA,"DHS 2012"
1848,14.7,NA,"DHS 2012"
1849,14.4,NA,"DHS 2012"
1850,7.8,NA,"MICS 2014-15"
1851,6.9,NA,"MICS 2014-15"
1852,6.1,NA,"MICS 2014-15"
1853,11,NA,"MICS 2011"
1854,9.9,NA,"MICS 2011"
1855,10.5,NA,"MICS 2011"
1856,32.5,NA,"MICS 2016"
1857,38.1,NA,"MICS 2016"
1858,27.2,NA,"MICS 2016"
1859,0.3,NA,"MICS 2017"
1860,0,NA,"MICS 2017"
1861,0.2,NA,"MICS 2017"
1862,13.8,NA,"DHS 2013-14"
1863,8,NA,"DHS 2013-14"
1864,10.9,NA,"DHS 2013-14"
1865,3,NA,"MICS 2014"
1866,2.5,NA,"MICS 2014"
1867,4.1,NA,"MICS 2014"
1868,5.4,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
1869,6.6,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
1870,6,NA,"GEPH-ENEMDU-DICIEMBRE 2019"
1871,9.9,NA,"DHS 2014"
1872,9.5,NA,"DHS 2014"
1873,10.3,NA,"DHS 2014"
1874,14.8,NA,"MICS 2014"
1875,15.2,NA,"MICS 2014"
1876,14.3,NA,"MICS 2014"
1877,4.4,NA,"MICS 2014"
1878,4.7,NA,"MICS 2014"
1879,4.2,NA,"MICS 2014"
1880,31.3,NA,"DHS 2016"
1881,30.8,NA,"DHS 2016"
1882,30.2,NA,"DHS 2016"
1883,4.1,NA,"DHS 2012"
1884,3.3,NA,"DHS 2012"
1885,2.7,NA,"DHS 2012"
1886,30.8,NA,"MICS 2018"
1887,26.2,NA,"MICS 2018"
1888,22,NA,"MICS 2018"
1889,0.8,NA,"MICS 2018"
1890,1.5,NA,"MICS 2018"
1891,1.2,NA,"MICS 2018"
1892,19,NA,"DHS 2014"
1893,28.7,NA,"DHS 2014-15"
1894,33.6,NA,"DHS 2014-15"
1895,24,NA,"DHS 2014-15"
1896,42.9,NA,"MICS 2016"
1897,48.1,NA,"MICS 2016"
1898,19.5,NA,"MICS 2014"
1899,18.1,NA,"MICS 2014"
1900,16.9,NA,"MICS 2014"
1901,7.7,NA,"MICS 2014"
1902,6.7,NA,"MICS 2014"
1903,5.5,NA,"MICS 2014"
1904,5.2,NA,"DHS 2016-17"
1905,7.2,NA,"DHS 2016-17"
1906,6.3,NA,"DHS 2016-17"
1907,25.2,NA,"Encuesta Permanente de Hogares 2014"
1908,27,NA,"Encuesta Permanente de Hogares 2014"
1909,26.1,NA,"Encuesta Permanente de Hogares 2014"
1910,7.2,NA,"DHS 2015-16"
1911,7.5,NA,"DHS 2015-16"
1912,6.9,NA,"DHS 2015-16"
1913,8.1,NA,"National Socio-Economic Survey 2018"
1914,5.7,NA,"National Socio-Economic Survey 2018"
1915,6.9,NA,"National Socio-Economic Survey 2018"
1916,21.1,NA,"MICS 2018"
1917,27.7,NA,"MICS 2018"
1918,14.7,NA,"MICS 2018"
1919,0.7,NA,"MICS 2011"
1920,0.8,NA,"MICS 2011"
1921,5.1,NA,"DHS 2017-18"
1922,5.5,NA,"DHS 2017-18"
1923,5.3,NA,"DHS 2017-18"
1924,0.2,NA,"MICS 2015"
1925,0.4,NA,"MICS 2015"
1926,0,NA,"MICS 2015"
1927,3.3,NA,"DHS 2014"
1928,3.4,NA,"DHS 2014"
1929,3.2,NA,"DHS 2014"
1930,1.4,NA,"MICS 2018"
1931,18,NA,"MICS 2017"
1932,16.6,NA,"MICS 2017"
